A_Name_Ch	A_Summary	A_Keywords	A_AlsoKnown	A_Geo	A_Location	A_POIGroup	A_Name_En	A_Name_Latin	A_Phylum	A_Class	A_Order	A_Family	A_Conservation	A_Distribution	A_Habitat	A_Feature	A_Behavior	A_Diet	A_Crisis	A_Interpretation	A_Theme_Name	A_Theme_URL	A_Adopt	A_Code	A_Pic01_ALT	A_Pic01_URL	A_Pic02_ALT	A_Pic02_URL	A_Pic03_ALT	A_Pic03_URL	A_Pic04_ALT	A_Pic04_URL	A_pdf01_ALT	A_pdf01_URL	A_pdf02_ALT	A_pdf02_URL	A_Voice01_ALT	A_Voice01_URL	A_Voice02_ALT	A_Voice02_URL	A_Voice03_ALT	A_Voice03_URL	A_Vedio_URL	A_Update	A_CID
白頸狐猴				MULTIPOINT ((121.5888302 24.9942472))	非洲動物區		Ruffed Lemur	Varecia variegata	脊索動物門	哺乳綱	靈長目	狐猴亞科			樹高可達2000m的原始雨林中。	體長510~600mm，尾長560~650mm，體重3512g(母)；3471g(公。,是狐猴中體型最大的，兩耳由長而濃密的白色毛髮遮蓋，因而名為"白頸"。兩個不同毛色的亞種中，黑白相間者，毛色的比例依棲地的地理位置而 異，較南方者白色部分較多；另一亞種則毛色多為紅色，頸部後方呈白色。	日行性。黃昏時的17:00~19:00為一天最活躍的時期，白頸狐猴是樹棲型的靈長類，多半在粗大的樹枝上活動，有響亮而特殊的叫聲以宣示領域。 群居。可由一公一母及其子女或多對公母所組成一群約5~16個個體，最高可達32隻。 	種子、樹葉、花粉等，以水果為主食。	大量伐木造成其棲地受到破壞，且商業的捕捉及買賣亦是使其數量減少的原因之一。					Lemur-R	白頸狐猴	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-R/Lemur-R_Pic01.jpg	白頸狐猴	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-R/Lemur-R_Pic02.jpg	白頸狐猴	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-R/Lemur-R_Pic03.jpg	白頸狐猴	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-R/Lemur-R_Pic04.jpg												2015-06-03	140
伊蘭羚				MULTIPOINT ((121.5869164 24.9948999))	非洲動物區																			Eland	伊蘭羚	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Eland/Eland_Pic01.jpg	伊蘭羚	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Eland/Eland_Pic02.jpg	伊蘭羚	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Eland/Eland_Pic03.jpg	伊蘭羚	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Eland/Eland_Pic04.jpg												2015-06-03	141
東非狒狒				MULTIPOINT ((121.5884265 24.9940418))	非洲動物區		Olive Baboons	Papio anubis	脊索動物門	哺乳綱	靈長目	獼猴科				♂頭軀幹長600-857㎜、尾長410-584㎜、體重22-37.2㎏；♀頭軀幹長535-700㎜、尾長380-533㎜、體重14.5-15㎏，♂體型明顯較大。毛色為橄欖色，臉部為黑色，兩頰有毛。成年雄性的頸部毛髮較雌性長。	為日行性陸棲動物，夜晚可睡在樹上或峭壁面上。一天平均移動3-4㎞。 群居。由數隻公狒狒及數隻母狒狒組成，具有嚴格的階級。公狒狒決定群體的移動方向（群體之領導者為公狒狒）。 	水果、種子、塊莖、樹根、葉、花、甚至無脊椎動物、爬蟲類、鳥、小型哺乳動物等，幾乎無所不吃。	因農地的擴大而破壞東非狒狒原有的棲地，狒狒亦常到農田中覓食而集體遭到撲殺，同時也被捕捉供人類食用或娛樂用。					Baboon	東非狒狒	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Baboon/Baboon_Pic01.jpg	東非狒狒	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Baboon/Baboon_Pic02.jpg	東非狒狒	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Baboon/Baboon_Pic03.jpg	東非狒狒	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Baboon/Baboon_Pic04.jpg												2015-06-03	142
金剛猩猩		大猩猩		MULTIPOINT ((121.5874207 24.9938291))	非洲動物區		Gorilla	Gorilla gorilla	脊索動物門	哺乳綱	靈長目	巨猿科Great Ape	瀕臨絕種保育類野生動物	赤道非洲。包括喀麥隆、加彭、剛果、薩伊、烏干達、盧安達、坦尚尼亞。	一、 金剛猩猩棲息於熱帶雨林，從低地一直到海拔3,000m的山地雨林及竹林都有牠們的蹤跡，喜好森林的邊緣、次生林的河邊地等環境。活動以地面為主，也善於爬樹，但是不會游泳，甚至連很淺的溪流都不會涉水渡過。	一、臉部沒有毛鬚，毛色為灰色到墨黑色，雄性背上為銀白色；口鼻部較短，眼睛及耳朵小，鼻孔大，前肢下臂比上臂短，手掌大，身軀健壯結實。 二、站立時膝蓋微曲，高度為1.25-1.75m，無尾，臂展可達2-2.75m，雄性胸圍1.25-1.75m，體重(野生)：雄性135-275kg、雌性70-140kg，人類飼養者則較重，可重達350kg。	一、 金剛猩猩的雙手非常靈巧，能夠用來收集及處理食物。 二、 金剛猩猩於白天活動、覓食；晚上時，雌性及小金剛猩猩會用樹葉及樹枝在樹上作窩睡覺；而體重較重的雄性多於地面築窩，一個窩通常只用一個晚上就不再使用。 三、 金剛猩猩是群居的動物，一群約有2-37隻個體，由成年的銀背雄猩猩擔任領導者，通常在持續幾年之後由牠的兒子繼承領導地位。金剛猩猩的群體很穩定，成員之間的關係也比黑猩猩來得親密。成年以後的雄猩猩會離開出生的群體，單獨生活，直到牠吸引到願與牠共組家庭的雌性；而雌猩猩也會離開原來生長的群體，加入其他的群體，或是與單獨的雄猩猩另組新的家庭。 四、 金剛猩猩在遇到威脅的時候，會大聲咆哮，站起來用力捶打胸部，並且四處奔跑、折斷樹枝來威嚇敵人。 五、 金剛猩猩圈養最長的紀錄達54年。	雜食性，以素食為主，食物中85%為樹葉、莖及嫩芽，此外也有根、花、果實及昆蟲，高地大猩猩會吃肉、鳥蛋及雛鳥。在本園則餵食麵包、餅乾、番茄、猴飼料、香蕉、番石榴、地瓜、猴米糕、紅蘿蔔、蘋果、熟雞蛋。	棲地破壞、違法盜獵、野味市場及動物園和研究單位的過度蒐集造成族群銳減。	一、 巨猿科分佈於赤道地區的非洲、蘇門答臘及婆羅洲，共有4種，分別為金剛猩猩(gorilla)、黑猩猩(chimpanzee)、侏儒黑猩猩(pygmy chimpanzee，bonobo)及人猿(orangutan)。 二、 巨猿科的牙齒數量和我們人類一樣，都是32顆。 三、 手臂的長度比腿還長。 四、 腳指的大拇指與其他四指可相對，故腳也可用來捉握物體。 五、 巨猿科動物的臉部表情非常豐富，尤其是個性外向的黑猩猩。 六、 智商高，常被當做實驗動物。				Gorilla	金剛猩猩	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Gorilla/Gorilla_Pic01.jpg	金剛猩猩	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Gorilla/Gorilla_Pic02.jpg	金剛猩猩	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Gorilla/Gorilla_Pic03.jpg	金剛猩猩	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Gorilla/Gorilla_Pic04.jpg												2015-06-03	143
非洲象		大象		MULTIPOINT ((121.5884534 24.9952111))	非洲動物區		African Elephant	Loxodonta africana	脊索動物門	哺乳綱	長鼻目 Order Proboscidea	象科Elephant	瀕臨絕種保育類野生動物	非洲	大象可在樹林、草原 (grassland)、熱帶稀樹大草原 (savanna) 甚至半沙漠地區生存。	一、頭大脖子短，身軀龐大，四肢長呈圓柱狀，腳短而平，腳底有用來支撐身軀重量的彈性組織，尾巴末端有蓬鬆的毛，毛長38-76cm；皮膚為黯淡的棕灰色，長著稀疏的黑色剛毛。象牙是長得特別長的上門齒，最長可達350cm，重107kg；象鼻呈長管狀，是由肌肉構成，非常靈活有力，象鼻末端上下各有一靈巧的指狀突起；大大的耳朵直徑可達2m。 二、現存兩群非洲象，一群棲息在中、西非的雨林區，膚色較深，體型較小，肩高雄性1.6-2.86m，雌性1.6-2.4m，體重2,700-6,000kg；另一群棲息在灌木叢中，膚色較淺，體型較大，肩高雄性3-4m，雌性2.4-3.4m，體重4,000-6,300kg；頭體長6.0-7.5m，尾長1.0-1.5m，是現存陸地上最大的動物。	一、 非洲象的象牙可以用來打架、挖掘食物、進食以及作記號，雄象的象牙比雌象粗，也比較長；但是並不是體型越大的象象牙就越長，而是那些體型中等，不喜歡打架，也不會去撞樹的雄象，會長得最長。 二、 象鼻的功用很多，可以用來撿拾食物、呼吸、喝水，或是把水噴到身上散熱。 三、 在炎熱的非洲，非洲象的耳朵長得很大，上面分布了許多微血管，可以用來散熱。 四、 非洲象的適應力很強，可以在各種環境下生存，包括森林、大草原、沼澤、灌木林及乾燥半沙漠型的灌木林中，由海平面一直到海拔5,000m的地區都有他們的蹤跡，他們選擇棲地的條件是要有充份而乾淨的水源及足夠的食物。 五、 非洲象每天都要尋找水源，他們喜歡在水裡洗澡，或是全身泡在水中，只露出一個鼻尖。 六、 非洲象每天平均要消耗200-300kg的食物，及飲用100-220升的水。 七、 非洲象是群居的動物，象群主要成員為雌象及他們的子女，由優勢母象領導，非常有組織，也很穩定，領導的地位會一直持續到死亡，再由他們的長女繼承領導地位；當雌象發情時，雄象會加入象群。 八、 非洲象的懷孕期長達22個月。 九、 非洲象個體間具有複雜的溝通方式，如：視覺、觸覺、聲音(包括超音波)等。 十、 非洲象群通常很和平，一般來說，單純為了階級的競爭會有仰頭、高舉象鼻、張開雙耳、甩動頭部及踢泥土等動作，也會有互相推擠和輕微的撞擊；而在競爭配偶時，就會用象牙相互拼命了。 十一、 非洲象體型龐大，食量驚人，常常會為了吃樹葉而摧殘樹木，有壓力或是興奮的時候也會把樹推倒，因此有人認為牠們會破壞生態，對於同類或是其他的生物都有負面的影響；其實，在人類尚未開發非洲前，象群對棲地的破壞有助於樹木的更新，使環境更為多樣化，更多種類的植物及動物得以生長於其間。然而，人類開發之後，象群的生存空間受到了限制，只能在國家公園及少部份未開發的地區活動，如此一來，象群對於生態環境的影響就很大了，為了避免非洲象把自己的棲地破壞殆盡，許多非洲國家均採用獵殺的手段來控制象群的數量。 十二、 為了鼓勵當地居民主動保育當地的野生動物及棲息環境，非洲南部的三個國家(辛巴威、波札那及那米比亞)，將他們國家的非洲象群由CITES附錄一調整到附錄二，以產生經濟效益予當地居民分享。	草食性，以草、樹芽、樹皮、樹枝、根及果實，因季節變化而不同。在本園則餵食麵包、麥片、粒狀飼料、噸重飼料、香蕉、甘蔗、地瓜、青牧草。	大量獵殺以取其象牙，造成族群數量銳減。另外，小象則可能受到獅子和鬣狗 (hyaena) 的襲擊，所以大象從不離開小象身邊。					Elephant-AF	非洲象	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Elephant-AF/Elephant-AF_Pic01.jpg	非洲象	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Elephant-AF/Elephant-AF_Pic02.jpg	非洲象	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Elephant-AF/Elephant-AF_Pic03.jpg	非洲象	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Elephant-AF/Elephant-AF_Pic04.jpg												2015-06-03	144
非洲獅		獅子		MULTIPOINT ((121.5870304 24.9946252))	非洲動物區		Lion 	Panthera leo	脊索動物門	哺乳綱	食肉目	貓科								配合繁殖管理，公獅與母獅採輪流展示： 母獅　週一、三、五、日展示 公獅　週二、四、六展示				Lion	非洲獅	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lion/Lion_Pic01.jpg	非洲獅	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lion/Lion_Pic02.jpg	非洲獅	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lion/Lion_Pic03.jpg	非洲獅	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lion/Lion_Pic04.jpg												2015-06-03	145
查普曼斑馬				MULTIPOINT ((121.5865181 24.9952463))	非洲動物區		Chapman's zebra	Equus burchelli	脊索動物門	哺乳綱	奇蹄目	馬科			查普曼斑馬通常棲息在大草原、稀疏的林地、開闊的灌木叢或草地上，也曾在海拔4,400m的山區發現過他們的蹤影。	頭軀幹長2,17-2,46cm，尾長45-56cm，肩高1,10-1,45cm，體重175-385kg。全身都是黑白相間的條紋，但是變異較大，有些黑色條紋較粗，也有些白色條紋較粗，較粗的白色條紋中會有淺色像陰影般的條紋，耳朵較短。	雄性在夜間移動時經常鳴叫，活動時間主要在清晨及黃昏。 查普曼斑馬是群居的動物，由一隻雄斑馬領導4-6隻雌性及牠們的子女，領導的雄斑馬負責保衛群體中其他的斑馬；當牠年邁的時候，牠的領導地位會被其他年輕強壯的雄斑馬取代，年邁的斑馬則加入「單身漢」群繼續生活。 	以草食為主，也吃嫩葉。	現代的農業及放牧造成查普曼斑馬在許多區域逐漸消失。					Zebra-C	查普曼斑馬	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-C/Zebra-C_Pic01.jpg	查普曼斑馬	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-C/Zebra-C_Pic02.jpg	查普曼斑馬	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-C/Zebra-C_Pic03.jpg	查普曼斑馬	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-C/Zebra-C_Pic04.jpg												2015-06-03	146
紅猴				MULTIPOINT ((121.5877466 24.9940551), (121.5871042 24.9939202))	非洲動物區		Patas Monkey	Erythrocebus patas	脊索動物門	哺乳綱	靈長目	獼猴科			刺槐林地及有明顯乾季的熱帶大草原。	體驅長：600~875mm，尾長：500~750mm，體重：成年公7~13Kg，成年母4~7Kg。體型大，具有修長的四肢近乎等長，其背及側邊的毛髮略呈紅棕色，腹部呈灰白色，臉部的毛色可由黑至淺灰色，且具有白色的髭於嘴邊，尾巴前段色深至後段則漸淺，成年雄性的頸背部及肩部毛較長 幼兒於二月齡前為黑色。	日行性動物。大部分時間於地面上活動，警戒及躲避危險時，較易爬至樹上。每天最熱的2-3小時紅猴會至大樹的陰影下休息。 群居。一群可由9-31隻個體組成（一隻成年公猴及2-8隻成年母猴），而亦有只由公猴形成的群體。公猴較不具有領域性，且鮮少加入母猴的爭奪。 	水果、種子、少量的草及一些小型獵物，如昆蟲、蜥蜴、鳥蛋等。刺槐是紅猴最主要的食物來源。	紅猴有時會對農作物造成破壞，因此常被獵殺或成為人類的食物。而因大多的落葉森林逐漸轉變為農地，且大量的放牧，使其棲地正漸漸地減小。					Monkey-P	紅猴	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic01.jpg	紅猴	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic02.jpg	紅猴	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic03.jpg	紅猴	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Monkey-P/Monkey-P_Pic04.jpg												2015-06-03	147
格利威斑馬				MULTIPOINT ((121.5887457 24.9944271))	非洲動物區		Grevy's Zebra	Equus grevyi	脊索動物門	哺乳綱	奇蹄目	馬科			格利威斑馬主要棲息於半沙漠的乾燥草原及灌叢草原	為最大的野生馬，頭軀幹長2,50-3,00cm，尾長38-60cm，體重352-450kg，雄雌體型無顯著差異。全身包含四肢都是黑白相間的條紋，非常細密，腹部則為白色，與查普曼斑馬相比，他們軀幹的後半部仍為垂直條紋，是最大也是最漂亮的一種斑馬，頭部比較大，身材苗條，腿長、耳大，鬃毛長而直立。	日型性動物 格利威斑馬通常成群活動，成熟的雄斑馬具有領域性，牠們會利用糞便來標示自己的領域，斑馬的領域是草食動物中面積最大的，他們為了要吸引雌斑馬來交配，才會維持這麼大的領域。 	以草為主，也吃嫩葉、樹皮及果實，可以吃非常堅韌的草。	經濟動物的放牧影響斑馬的生存資源					Zebra-G	格利威斑馬	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-G/Zebra-G_Pic01.jpg	格利威斑馬	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-G/Zebra-G_Pic02.jpg	格利威斑馬	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-G/Zebra-G_Pic03.jpg	格利威斑馬	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Zebra-G/Zebra-G_Pic04.jpg												2015-06-03	148
斑哥條紋羚				MULTIPOINT ((121.5871498 24.9940357))	非洲動物區		Bongo	Tragelaphus euryceros	脊索動物門	哺乳綱	偶蹄目	牛科		非洲中西部		身上的毛色和條紋讓斑哥羚羊在非洲森林中過著「隠士」般的生活，不易被發現。	羚羊的社會中，雄羚會互相比比看誰的角大，或用角頂頂看誰比較有力，希望爭取到高地位。角斷了不會再長，「殘缺的角」對社會地位有不好的影響。 為了補充塩分，會去吃被閃電擊中而燒焦的樹幹。							Bongo	斑哥條紋羚	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic01.jpg	斑哥條紋羚	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic02.jpg	斑哥條紋羚	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic03.jpg	斑哥條紋羚	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Bongo/Bongo_Pic04.jpg												2015-06-03	149
斑點鬣狗				MULTIPOINT ((121.5887605 24.9946605))	非洲動物區		Spotted hyena	Crocuta crocuta	脊索動物門	哺乳綱	食肉目	鬣狗科		非洲撒哈拉沙漠以南地區	大草原和半沙漠地區		是非洲撒哈拉沙漠以南最常見的掠食動物，牠們雖然常被視為食腐肉的動物，但其實牠們的狩獵本領比獅子還厲害。牠們通常群體出獵，利用多種聲音進行溝通，有時會派出一頭鬣狗在獵物前巡邏或刻意擺出一副吃飽了的樣子，分散獵物的注意力，其餘鬣狗則伺機突襲獵物。	肉食性						Hyena	斑點鬣狗	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic01.jpg	斑點鬣狗	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic02.jpg	斑點鬣狗	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic03.jpg	斑點鬣狗	http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hyena/Hyena_Pic04.jpg												2015-06-03	150
